"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-09","    0","    0","9.62"," 1550"," 1526","0.00",,"0.0","0.0",,"48","22","  556","   20",,,"  360",,"13.0",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-10","   10","   10","9.40"," 1350"," 1431","0.00",,"0.0","0.0",,"51","25","  491","  310",,,"  315",,"15.0",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-11","   30","   10","6.93"," 1550"," 1234","0.00",,"0.0","0.0",,"54","29","  526","  330",,,"  315",,"8.9",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-12","   60","   90","5.59"," 1250"," 1004","0.00",,"0.0","0.0",,"50","30","  213","  270",,,"  270",,"13.0",,,"15.0","    1",,,"    1",,,,,,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-13","   50","   60","6.71"," 1452"," 1452","0.00",,"0.0","0.0",,"60","26","  516","  200",,,"  180",,"12.1",,,"15.0","    1","    1",,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-14","   90","   90","7.38"," 1250"," 1239","0.00",,"0.0","0.0",,"64","43","  224","  200",,,"  225",,"12.1",,,"17.2",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-15","   70","   60","7.38"," 1050"," 1103","0.00",,"0.0","0.0",,"70","40","  301","  220",,,"  225",,"16.1",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-16","   90","   90","4.70"," 2350"," 1213","0.00",,"0.0","0.0",,"70","56","  356","   60",,,"  270",,"6.9",,,"16.1","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-17","   80","   80","8.28"," 2150"," 2317","0.00",,"0.0","0.0",,"76","55","  357","  150",,,"  135",,"15.0",,,"20.8","    1","    1",,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-18","   90","   90","16.55"," 1350"," 0947","0.00",,"0.0","0.0",,"71","62","  225","  180",,,"  180",,"23.9",,,"35.6",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-19","   70","  100","14.54"," 2150"," 2146","0.00",,"0.0","0.0",,"71","60","  151","  170",,,"  135",,"17.9",,,"32.2","    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-20","   90","  100","13.20"," 1250"," 1247","0.48",,"0.0","0.0",,"69","61","   55","  160",,,"  135",,"23.0",,,"36.7","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-21","  100","  100","6.93"," 0050"," 1411","0.06",,"0.0","0.0",,"61","51","  121","  250",,,"  360",,"12.1",,,"13.9","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-22","   90","   90","7.83"," 0850"," 1000","0.46",,"0.0","0.0",,"56","48","  157","  270",,,"  270",,"13.0",,,"15.0","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-23","   70","   60","12.53"," 2050"," 2050","0.00",,"0.0","0.0",,"54","32","  351","  270",,,"  270",,"21.9",,,"31.1","    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-24","   30","   60","11.63"," 1651"," 1536","0.00",,"0.0","0.0",,"44","29","  560","  270",,,"  270",,"17.9",,,"30.0",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-25","   10","   10","6.26"," 1350"," 1531","0.00",,"0.0","0.0",,"40","24","  551","  300",,,"  315",,"12.1",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-26","   10","   10","6.49"," 2250"," 2337","0.00",,"0.0","0.0",,"50","22","  534","  180",,,"  180",,"10.1",,,"13.9","    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-27","   90","  100","9.17"," 0850"," 0611","0.02",,"0.0","0.0",,"52","36","    0","  200",,,"  180",,"14.1",,,"21.9",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-28","   80","   90","12.30"," 1550"," 1349","0.00",,"0.0","0.0",,"64","50","  394","  190",,,"  180",,"16.1",,,"26.4",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-29","   60","   60","14.09"," 2351"," 2347","0.00",,"0.0","0.0",,"73","49","  461","  180",,,"  180",,"23.9",,,"35.6",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-11-30","  100","  100","11.41"," 2351"," 0007","1.65",,"0.0","0.0",,"68","46","    0","  180",,,"  180",,"23.9",,,"33.3","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-01","  100","  100","9.17"," 1705"," 1623","1.24",,"0.0","0.0",,"49","44","    0","  360",,,"  360",,"15.0",,,"18.3","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-02","  100","  100","9.62"," 2250"," 1559","3.07",,"0.0","0.0",,"70","44","    0","  270",,,"  180",,"17.9",,,"30.0","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-03","   90","  100","12.08"," 2250"," 2231","0.03",,"0.0","0.0",,"44","33","    0","  270",,,"  270",,"17.9",,,"32.2","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-04","   30","   20","10.96"," 0452"," 0456","0.00",,"0.0","0.0",,"34","24","  474","  310",,,"  315",,"17.0",,,"32.2",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-05","   30","   60","8.28"," 1450"," 1523","0.00",,"0.0","0.0",,"49","21","  464","  200",,,"  180",,"13.0",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-06","   70","   80","7.83"," 1550"," 1542","0.00",,"0.0","0.0",,"58","35","  436","  190",,,"  180",,"12.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-07","   60","   90","10.07"," 2250"," 1322","0.00",,"0.0","0.0",,"62","41","  258","  180",,,"  180",,"17.0",,,"25.3",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-08","  100","   90","14.09"," 1150"," 1150","0.00",,"0.0","0.0",,"68","53","  209","  200",,,"  180",,"21.0",,,"27.5",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-09","   80","  100","8.95"," 1650"," 1658","1.02",,"0.0","0.0",,"61","41","    0","  320",,,"  315",,"15.0",,,"19.5","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-10","   40","   70","4.70"," 1052"," 1025","0.00",,"0.0","0.0",,"51","32","  300","   90",,,"   90",,"6.9",,,"11.4","    1","    1",,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-11","   70","   80","4.70"," 2350"," 2343","0.00",,"0.0","0.0",,"55","32","  269","  170",,,"  180",,"8.9",,,"12.8","    1","    1",,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-12","  100","  100","13.20"," 1650"," 2111","0.00",,"0.0","0.0",,"63","53","  123","  180",,,"  180",,"17.9",,,"32.2",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-13","  100","  100","12.30"," 1150"," 0012","0.90",,"0.0","0.0",,"63","59","    0","  170",,,"  180",,"17.0",,,"31.1",,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-14","   70","   80","14.09"," 1150"," 0739","0.00",,"0.0","0.0",,"59","31","  433","  290",,,"  315",,"23.0",,,"32.2",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-15","    0","    0","10.29"," 1450"," 1221","0.00",,"0.0","0.0",,"49","23","  584","  290",,,"  270",,"17.9",,,"30.0",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-16","    0","    0","7.83"," 1451"," 2337","0.00",,"0.0","0.0",,"48","22","  577","  190",,,"  180",,"13.0",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-17","    0","    0","10.96"," 0350"," 1023","0.00",,"0.0","0.0",,"58","36","  579","  210",,,"  225",,"15.0",,,"25.3",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-18","   10","   10","9.40"," 1450"," 1233","0.00",,"0.0","0.0",,"40","25","  565","  360",,,"  360",,"15.0",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-19","   60","   40","8.50"," 1050"," 0157","0.00",,"0.0","0.0",,"43","19","  449","   70",,,"   45",,"14.1",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-20","   90","   90","10.74"," 2150"," 2041","0.00",,"0.0","0.0",,"51","36","  237","  170",,,"  180",,"16.1",,,"24.2",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-21","  100","  100","5.82"," 0150"," 0048","0.10",,"0.0","0.0",,"51","45","    0","  230",,,"  180",,"16.1",,,"21.9","    1","    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-22","  100","  100","5.59"," 2050"," 2107","0.06",,"0.0","0.0",,"56","46","    0","  180",,,"  180",,"12.1",,,"17.2","    1","    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-23","   80","   70","12.53"," 1950"," 1955","0.31",,"0.0","0.0",,"66","42","  300","  330",,,"  360",,"17.0",,,"30.0","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-24","   50","   50","10.74"," 0037"," 0228","0.00",,"0.0","0.0",,"44","32","  407","  330",,,"  315",,"16.1",,,"24.2",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-25","   10","   10","4.92"," 1452"," 1259","0.00",,"0.0","0.0",,"51","26","  547","   40",,,"  135",,"8.1",,,"13.9",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-26","   70","   70","4.70"," 1050"," 1847","0.00",,"0.0","0.0",,"57","27","  501","  190",,,"  225",,"10.1",,,"11.4",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-27","  100","   90","7.38"," 1250"," 1438","0.09",,"0.0","0.0",,"54","42","  140","   20",,,"   45",,"12.1",,,"16.1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-28","  100","  100","7.16"," 2345"," 2243","0.42",,"0.0","0.0",,"50","43","    0","  210",,,"  225",,"10.1",,,"13.9","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-29","  100","  100","10.29"," 1628"," 0732","0.03",,"0.0","0.0",,"47","39","    0","  290",,,"  270",,"15.0",,,"20.8","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-30","  100","  100","7.83"," 0251"," 1931","0.00",,"0.0","0.0",,"39","36","    0","  360",,,"   45",,"10.1",,,"15.0","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1991-12-31","   80","   70","6.71"," 1750"," 0907","0.00",,"0.0","0.0",,"51","38","  383","   10",,,"   45",,"10.1",,,"12.8","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-01","   30","   10","5.14"," 1450"," 1329","0.00",,"0.0","0.0",,"54","33","  467","   60",,,"   45",,"8.1",,,"10.3","    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-02","  100","  100","4.92"," 2350"," 2021","0.81",,"0.0","0.0",,"50","44","    0","  270",,,"   90",,"6.9",,,"12.8","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-03","  100","  100","13.20"," 1750"," 1722","0.08",,"0.0","0.0",,"48","43","    0","  320",,,"   45",,"21.0",,,"31.1","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-04","  100","  100","11.41"," 1251"," 0030","0.00",,"0.0","0.0",,"44","39","    0","  320",,,"   45",,"14.1",,,"26.4","    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-05","  100","  100","6.71"," 1650"," 1713","0.00",,"0.0","0.0",,"43","38","    0","   50",,,"   45",,"8.9",,,"13.9","    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-06","   40","   40","6.49"," 0652"," 0613","0.00",,"0.0","0.0",,"48","34","  455","  350",,,"  360",,"12.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-07","   30","   60","4.47"," 0950"," 1012","0.00",,"0.0","0.0",,"52","28","  493","   90",,,"   90",,"6.9",,,"11.4","    1","    1",,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-08","   80","  100","8.28"," 1950"," 1948","0.23",,"0.0","0.0",,"50","32","   44","  180",,,"  180",,"17.0",,,"28.9","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-09","   80","   60","10.29"," 1550"," 1245","0.00",,"0.0","0.0",,"58","41","  428","  280",,,"  270",,"16.1",,,"23.0","    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-10","   50","   70","9.84"," 1250"," 1408","0.00",,"0.0","0.0",,"41","26","  238","  290",,,"  315",,"15.0",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-11","   40","   30","6.04"," 1450"," 1450","0.00",,"0.0","0.0",,"49","22","  465","  220",,,"  225",,"8.9",,,"12.8",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-12","   90","   90","8.05"," 1415"," 1407","0.20",,"0.0","0.0",,"47","32","  233","  200",,,"  180",,"17.9",,,"27.5","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-13","  100","  100","6.49"," 2344"," 2354","0.82",,"0.0","0.0",,"53","43","   20","  240",,,"  225",,"21.9",,,"39.1","    1","    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-14","  100","  100","13.20"," 0555"," 0008","0.08",,"0.0","0.0",,"49","27","   43","  280",,,"  225",,"21.0",,,"39.1","    1",,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-15","   40","   60","11.63"," 2250"," 1737","0.00",,"0.0","0.0",,"38","14","  366","  330",,,"  315",,"21.0",,,"32.2",,,,,,,,,,,,,,,,,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-16","    0","    0","10.96"," 1950"," 0211","0.00",,"0.0","0.0",,"29","9","  593","  190",,,"  315",,"17.0",,,"27.5",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-17","   40","   50","8.95"," 0250"," 1048","0.00",,"0.0","0.0",,"45","26","  511","  220",,,"  270",,"16.1",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-18","   70","   70","10.74"," 2150"," 2105","0.00",,"0.0","0.0",,"32","23","  348","  360",,,"  360",,"14.1",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-19","   30","   10","6.71"," 2350"," 0033","0.00",,"0.0","0.0",,"36","14","  600","  360",,,"  360",,"13.0",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-20","    0","    0","8.95"," 1350"," 0907","0.00",,"0.0","0.0",,"51","25","  603","  260",,,"  225",,"15.0",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-21","   30","   30","8.28"," 1250"," 1129","0.00",,"0.0","0.0",,"58","26","  546","  230",,,"  225",,"14.1",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-22","   90","   90","8.72"," 1950"," 2012","0.08",,"0.0","0.0",,"58","37","  110","  170",,,"  180",,"19.9",,,"27.5","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-23","   90","  100","11.63"," 1450"," 1604","0.67",,"0.0","0.0",,"50","38","   48","  290",,,"  270",,"17.9",,,"31.1","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-24","   40","   20","11.41"," 1050"," 1020","0.00",,"0.0","0.0",,"43","28","  530","  310",,,"  315",,"17.0",,,"26.4",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-25","   30","   20","15.88"," 1450"," 1332","0.00",,"0.0","0.0",,"62","29","  538","  270",,,"  270",,"23.9",,,"40.3",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-26","   70","   80","7.83"," 0350"," 0250","0.00",,"0.0","0.0",,"48","30","  442","   40",,,"  360",,"17.9",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-27","   90","  100","5.37"," 1350"," 1141","0.00",,"0.0","0.0",,"53","33","   97","  200",,,"  180",,"10.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-28","   40","   20","5.82"," 1650"," 1643","0.00",,"0.0","0.0",,"59","35","  484","   10",,,"  360",,"13.0",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-29","   60","   50","6.26"," 1751"," 0017","0.00",,"0.0","0.0",,"55","28","  492","  360",,,"  360",,"8.9",,,"12.8","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-30","   50","   40","6.04"," 1550"," 1523","0.00",,"0.0","0.0",,"63","36","  461","  260",,,"  270",,"12.1",,,"17.2","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-01-31","   20","   10","10.29"," 1450"," 1326","0.00",,"0.0","0.0",,"59","40","  572","  330",,,"  315",,"17.9",,,"28.9",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-01","   10","    0","7.83"," 0950"," 1330","0.00",,"0.0","0.0",,"49","28","  582","   40",,,"  360",,"14.1",,,"18.3","    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-02","   70","   60","4.47"," 2250"," 1220","0.00",,"0.0","0.0",,"60","25","  560","  180",,,"  360",,"6.9",,,"10.3",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-03","   80","   80","4.47"," 2050"," 1323","0.00",,"0.0","0.0",,"65","33","  467","  190",,,"  315",,"6.9",,,"10.3",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-04","   70","   60","9.17"," 1750"," 1743","0.00",,"0.0","0.0",,"68","34","  486","  360",,,"  360",,"23.9",,,"28.9",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-05","   90","  100","12.75"," 1050"," 1006","0.00",,"0.0","0.0",,"47","34","  356","   30",,,"   90",,"17.0",,,"27.5",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-06","   60","   50","7.61"," 1550"," 1527","0.00",,"0.0","0.0",,"56","28","  541","   10",,,"  315",,"12.1",,,"12.8",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-07","   80","   90","10.29"," 1950"," 2021","0.00",,"0.0","0.0",,"43","30","  256","  350",,,"  315",,"16.1",,,"24.2","    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-08","   30","   50","10.29"," 0350"," 1439","0.00",,"0.0","0.0",,"37","20","  587","  320",,,"  360",,"15.0",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-09","   40","   40","6.49"," 1950"," 1017","0.00",,"0.0","0.0",,"41","17","  581","   50",,,"   45",,"10.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-10","   60","   70","6.93"," 1150"," 1009","0.00",,"0.0","0.0",,"54","22","  482","  190",,,"  360",,"16.1",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-11","   90","   90","6.49"," 0351"," 0828","0.00",,"0.0","0.0",,"60","44","  267","  190",,,"  180",,"13.0",,,"13.9",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-12","  100","  100","7.61"," 2250"," 2137","0.12",,"0.0","0.0",,"48","41","    0","  170",,,"  180",,"12.1",,,"16.1","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-13","  100","  100","8.50"," 1050"," 0443","0.26",,"0.0","0.0",,"56","47","   35","  210",,,"  180",,"14.1",,,"17.2","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-14","  100","  100","8.50"," 1908"," 2207","0.18",,"0.0","0.0",,"60","47","   14","  170",,,"  180",,"16.1",,,"25.3","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-15","   70","   80","13.87"," 1950"," 1948","0.17",,"0.0","0.0",,"73","44","  402","  280",,,"  270",,"23.0",,,"31.1","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-16","   60","   60","7.61"," 0450"," 0356","0.00",,"0.0","0.0",,"55","40","  504","  340",,,"  360",,"14.1",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-17","  100","  100","8.50"," 2043"," 2018","0.06",,"0.0","0.0",,"55","38","    0","  160",,,"  180",,"17.9",,,"20.8","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-18","   60","   70","12.53"," 1550"," 2308","0.07",,"0.0","0.0",,"65","48","  441","  180",,,"  270",,"17.0",,,"25.3","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-19","   70","   90","10.51"," 1550"," 0918","0.00",,"0.0","0.0",,"51","39","   85","  290",,,"  270",,"15.0",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-20","   30","   20","6.71"," 2350"," 0039","0.00",,"0.0","0.0",,"57","33","  611","  300",,,"  315",,"13.0",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-21","   10","    0","6.26"," 0150"," 1600","0.00",,"0.0","0.0",,"69","32","  621","  180",,,"  225",,"12.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","1992-02-22","   50","   60","6.93"," 1050"," 1001","0.00",,"0.0","0.0",,"71","34","  615","  190",,,"  180",,"14.1",,,"19.5",,,,,,,,,,,,,,,,,,,,,
