"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-04",,,"4.03",,,"0.41",,"0.0","0.0","83","96","70",,,"  170","  170",,,,"18.1","21.9",,"    1",,"    1",,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-05",,,"3.58",,,"0.00",,"0.0","0.0","81","93","73",,,"   70","   70",,,,"18.1","23.9",,"    1",,"    1",,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-06",,,"3.80",,,"0.00",,"0.0","0.0","80","92","73",,,"   70","   90",,,,"10.1","17.0",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-07",,,"4.47",,,"0.00",,"0.0","0.0","83","94","74",,,"  350","  340",,,,"16.1","19.9",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-08",,,"3.36",,,"0.00",,"0.0","0.0","83","95","73",,,"   80","   90",,,,"17.0","23.0",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-09",,,"2.91",,,"0.00",,"0.0","0.0","81","94","72",,,"  300","  320",,,,"14.1","18.1",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-10",,,"7.16",,,"0.00",,"0.0","0.0","84","95","74",,,"  330","  280",,,,"17.0","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-11",,,"6.26",,,"0.00",,"0.0","0.0","83","93","69",,,"   40","   50",,,,"19.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-12",,,"9.17",,,"0.70",,"0.0","0.0","78","89","67",,,"   30","  170",,,,"28.0","36.0",,"    1",,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-13",,,"4.92",,,"0.00",,"0.0","0.0","80","91","70",,,"   30","  340",,,,"13.0","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-14",,,"2.91",,,"0.00",,"0.0","0.0","81","92","69",,,"   70","  100",,,,"8.9","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-15",,,"4.70",,,"0.00",,"0.0","0.0","83","95","70",,,"  160","  180",,,,"15.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-16",,,"6.04",,,"0.00",,"0.0","0.0","85","95","75",,,"  170","  230",,,,"16.1","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-17",,,"4.92",,,"0.00",,"0.0","0.0","85","95","75",,,"  190","  170",,,,"13.0","18.1",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-18",,,"2.24",,,"0.00",,"0.0","0.0","86","98","76",,,"  100","  260",,,,"10.1","15.0",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-19",,,"4.92",,,"0.00",,"0.0","0.0","87","98","76",,,"  280","  270",,,,"14.1","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-20",,,"6.04",,,"0.00",,"0.0","0.0","87","98","75",,,"  320","  360",,,,"23.9","40.0",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-21",,,"4.47",,,"0.03",,"0.0","0.0","82","97","72",,,"  150","  200",,,,"23.9","36.0",,"    1",,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-22",,,"5.82",,,"0.12",,"0.0","0.0","80","91","72",,,"   40","  300",,,,"15.0","25.1",,"    1",,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-23",,,"3.36",,,"0.01",,"0.0","0.0","79","94","74",,,"  160","  160",,,,"14.1","19.0",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-24",,,"3.80",,,"0.00",,"0.0","0.0","81","92","74",,,"   50","  340",,,,"14.1","19.0",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-25",,,"3.80",,,"0.16",,"0.0","0.0","81","94","74",,,"  310","  320",,,,"23.0","32.0",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-26",,,"4.70",,,"0.21",,"0.0","0.0","81","93","72",,,"  290","  290",,,,"21.9","28.0",,"    1",,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-27",,,"5.37",,,"0.05",,"0.0","0.0","84","95","74",,,"  170","  160",,,,"14.1","21.0",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-28",,,"3.58",,,"1.45",,"0.0","0.0","84","96","73",,,"  160","  160",,,,"19.9","27.1",,"    1",,"    1",,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-29",,,"2.46",,,"0.00",,"0.0","0.0","80","91","74",,,"  200","  190",,,,"13.0","19.0",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-30",,,"7.38",,,"0.67",,"0.0","0.0","81","91","76",,,"  210","  220",,,,"15.0","23.9",,"    1",,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-07-31",,,"4.92",,,"0.54",,"0.0","0.0","81","90","73",,,"  210","  220",,,,"23.9","32.0",,"    1",,"    1",,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-01",,,"8.72",,,"0.33",,"0.0","0.0","78","82","70",,,"  190","  200",,,,"21.9","30.0",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-02",,,"2.68",,,"0.00",,"0.0","0.0","75","86","66",,,"  260","  300",,,,"8.9","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-03",,,"2.24",,,"0.00",,"0.0","0.0","78","89","67",,,"  360","   70",,,,"12.1","15.0",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-04",,,"6.49",,,"0.00",,"0.0","0.0","76","84","70",,,"   10","  360",,,,"16.1","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-05",,,"6.26",,,"0.00",,"0.0","0.0","76","87","67",,,"  340","  330",,,,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-06",,,"6.26",,,"0.00",,"0.0","0.0","77","89","68",,,"  360","  350",,,,"14.1","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-07",,,"5.37",,,"0.00",,"0.0","0.0","78","90","68",,,"   30","   10",,,,"13.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-08",,,"3.36",,,"0.00",,"0.0","0.0","80","94","67",,,"   20","   30",,,,"8.9","13.0",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-09",,,"3.80",,,"0.04",,"0.0","0.0","82","95","71",,,"   20","   90",,,,"18.1","23.9",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-10",,,"5.59",,,"0.00",,"0.0","0.0","83","97","74",,,"  110","  120",,,,"16.1","21.0",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-11",,,"4.70",,,"0.00",,"0.0","0.0","82","92","72",,,"  310","   10",,,,"13.0","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-12",,,"3.36",,,"0.09",,"0.0","0.0","80","90","75",,,"   50","   30",,,,"23.0","31.1",,"    1",,"    1",,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-13",,,"2.91",,,"0.51",,"0.0","0.0","81","94","72",,,"   10","   10",,,,"31.1","44.1",,"    1","    1","    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-14",,,"4.25",,,"0.03",,"0.0","0.0","78","88","74",,,"   80","   90",,,,"14.1","16.1",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-15",,,"6.93",,,"0.00",,"0.0","0.0","79","90","72",,,"  350","  310",,,,"16.1","23.0",,"    1","    1",,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-16",,,"5.59",,,"0.00",,"0.0","0.0","80","91","70",,,"  360","  350",,,,"17.0","25.1",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-17",,,"4.25",,,"0.00",,"0.0","0.0","79","91","66",,,"   40","  320",,,,"13.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-18",,,"5.82",,,"0.00",,"0.0","0.0","80","91","68",,,"  360","  360",,,,"15.0","19.9",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-19",,,"8.50",,,"0.00",,"0.0","0.0","75","85","68",,,"   20","   50",,,,"17.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-20",,,"6.04",,,"0.00",,"0.0","0.0","77","89","68",,,"  140","  130",,,,"12.1","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-21",,,"4.47",,,"1.54",,"0.0","0.0","76","79","68",,,"   40","   30",,,,"21.0","28.0",,"    1",,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-22",,,"2.46",,,"0.25",,"0.0","0.0","74","85","69",,,"  250","  260",,,,"10.1","16.1",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-23",,,"2.68",,,"0.03",,"0.0","0.0","77","88","67",,,"  320","  320",,,,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-24",,,"2.24",,,"0.41",,"0.0","0.0","80","92","69",,,"  190","  170",,,,"13.0","19.0",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-25",,,"4.70",,,"0.00",,"0.0","0.0","81","93","73",,,"  190","  190",,,,"21.0","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-26",,,"2.91",,,"0.00",,"0.0","0.0","80","89","73",,,"  200","  200",,,,"14.1","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-27",,,"6.49",,,"0.65",,"0.0","0.0","81","90","73",,,"  160","  160",,,,"38.0","55.0",,"    1",,"    1",,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-28",,,"10.29",,,"0.71",,"0.0","0.0","78","84","73",,,"  240","  250",,,,"25.9","44.1",,"    1","    1","    1",,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-29",,,"6.04",,,"0.01",,"0.0","0.0","80","92","74",,,"  340","  360",,,,"21.0","30.0",,"    1",,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-30",,,"3.58",,,"0.86",,"0.0","0.0","78","88","73",,,"  250","  260",,,,"10.1","17.0",,"    1",,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-08-31",,,"4.70",,,"0.41",,"0.0","0.0","78","86","72",,,"  240","  240",,,,"14.1","23.0",,"    1",,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-01",,,"4.70",,,"0.10",,"0.0","0.0","77","88","71",,,"  180","  160",,,,"18.1","23.0",,"    1",,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-02",,,"7.38",,,"0.01",,"0.0","0.0","80","90","75",,,"  200","  190",,,,"16.1","23.0",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-03",,,"7.16",,,"0.07",,"0.0","0.0","82","89","76",,,"  250","  230",,,,"16.1","25.9",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-04",,,"5.14",,,"0.00",,"0.0","0.0","79","87","63",,,"  360","  340",,,,"16.1","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-05",,,"2.91",,,"0.00",,"0.0","0.0","72","87","59",,,"  110","   90",,,,"8.9","13.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-06",,,"3.80",,,"0.00",,"0.0","0.0","73","88","60",,,"  110","  100",,,,"8.1","12.1",,"    1","    1",,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-07",,,"5.82",,,"0.00",,"0.0","0.0","75","90","62",,,"  210","  200",,,,"14.1","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-08",,,"3.80",,,"0.00",,"0.0","0.0","76","90","64",,,"  180","  180",,,,"12.1","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-09",,,"2.24",,,"0.00",,"0.0","0.0","77","91","66",,,"  180","  180",,,,"8.9","12.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-10",,,"3.36",,,"0.00",,"0.0","0.0","79","92","68",,,"   30","   30",,,,"13.0","17.0",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-11",,,"4.92",,,"0.00",,"0.0","0.0","81","92","71",,,"   50","  120",,,,"13.0","18.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-12",,,"4.70",,,"0.20",,"0.0","0.0","80","91","73",,,"  300","  290",,,,"17.0","25.1",,"    1",,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-13",,,"3.36",,,"3.27",,"0.0","0.0","74","76","71",,,"  200","  300",,,,"10.1","13.0",,"    1",,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-14",,,"9.17",,,"0.00",,"0.0","0.0","76","84","68",,,"   30","   40",,,,"18.1","25.1",,"    1","    1",,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-15",,,"5.37",,,"0.00",,"0.0","0.0","73","85","65",,,"   40","   60",,,,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-16",,,"3.80",,,"0.00",,"0.0","0.0","76","86","67",,,"   30","   20",,,,"8.9","13.0",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-17",,,"10.74",,,"0.00",,"0.0","0.0","79","86","67",,,"   30","   20",,,,"21.0","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-18",,,"11.41",,,"0.00",,"0.0","0.0","70","77","58",,,"   30","   40",,,,"19.9","27.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-19",,,"7.16",,,"0.00",,"0.0","0.0","64","77","54",,,"   30","   30",,,,"12.1","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-20",,,"5.14",,,"0.00",,"0.0","0.0","67","80","57",,,"   70","   90",,,,"13.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-21",,,"4.03",,,"0.00",,"0.0","0.0","66","77","55",,,"   80","   60",,,,"13.0","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-22",,,"3.80",,,"0.00",,"0.0","0.0","62","75","52",,,"   60","  150",,,,"10.1","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-23",,,"2.91",,,"0.02",,"0.0","0.0","65","69","61",,,"  190","  360",,,,"8.1","13.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-24",,,"7.38",,,"0.03",,"0.0","0.0","63","67","61",,,"   60","  110",,,,"13.0","19.9",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-25",,,"3.80",,,"0.00",,"0.0","0.0","68","76","64",,,"   40","   40",,,,"8.1","12.1",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-26",,,"2.91",,,"0.00",,"0.0","0.0","69","80","61",,,"  210","  210",,,,"10.1","14.1",,"    1","    1",,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-27",,,"5.59",,,"0.00",,"0.0","0.0","70","83","60",,,"  210",,,,,"12.1",,,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-28",,,"5.82",,,"0.10",,"0.0","0.0","67","73","53",,,"  310","  330",,,,"19.9","28.0",,"    1",,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-29",,,"4.47",,,"0.00",,"0.0","0.0","59","70","50",,,"  270","  280",,,,"13.0","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-09-30",,,"7.83",,,"0.00",,"0.0","0.0","61","79","48",,,"  210","  210",,,,"17.0","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-01",,,"6.26",,,"0.00",,"0.0","0.0","66","75","51",,,"  280","  280",,,,"17.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-02",,,"4.25",,,"0.00",,"0.0","0.0","58","68","44",,,"  350",,,,,"10.1",,,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-03",,,"2.46",,,"0.00",,"0.0","0.0","55","71","42",,,"  100","  110",,,,"10.1","15.0",,"    1","    1",,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-04",,,"7.61",,,"0.00",,"0.0","0.0","61","75","50",,,"  350","  340",,,,"17.0","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-05",,,"3.13",,,"0.00",,"0.0","0.0","56","70","45",,,"   70","   40",,,,"8.9","12.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-06",,,"2.91",,,"0.00",,"0.0","0.0","59","80","44",,,"  210","  270",,,,"8.9","14.1",,"    1","    1",,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-07",,,"4.03",,,"0.00",,"0.0","0.0","65","84","50",,,"  190","  210",,,,"10.1","14.1",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-08",,,"0.89",,,"0.00",,"0.0","0.0","67","80","53",,,"  180","  190",,,,"6.0","6.9",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-09",,,"4.70",,,"0.11",,"0.0","0.0","69","73","63",,,"  160","  160",,,,"16.1","23.0",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-10",,,"8.05",,,"1.15",,"0.0","0.0","67","71","64",,,"   90","  100",,,,"18.1","25.1",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-11",,,"6.93",,,"0.44",,"0.0","0.0","70","76","67",,,"   60","   60",,,,"14.1","18.1",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-12",,,"5.82",,,"0.17",,"0.0","0.0","73","83","59",,,"  330","  360",,,,"21.0","30.0",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-13",,,"4.70",,,"0.00",,"0.0","0.0","63","74","50",,,"   60","   60",,,,"14.1","19.0",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-14",,,"3.58",,,"0.00",,"0.0","0.0","61","83","46",,,"  180","  190",,,,"16.1","21.9",,"    1","    1",,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-15",,,"8.50",,,"0.09",,"0.0","0.0","67","76","52",,,"  350","   30",,,,"21.0","31.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-16",,,"6.93",,,"0.00",,"0.0","0.0","55","63","41",,,"  310","  320",,,,"16.1","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-17",,,"4.92",,,"0.00",,"0.0","0.0","51","67","38",,,"  150","  100",,,,"13.0","18.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-18",,,"6.93",,,"0.01",,"0.0","0.0","58","67","50",,,"  190","  170",,,,"15.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-19",,,"9.62",,,"0.00",,"0.0","0.0","68","79","63",,,"  190","  190",,,,"21.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-20",,,"6.04",,,"0.00",,"0.0","0.0","71","81","61",,,"  180","  180",,,,"17.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-21",,,"4.25",,,"0.00",,"0.0","0.0","70","85","59",,,"  170","  180",,,,"10.1","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-22",,,"5.59",,,"0.00",,"0.0","0.0","72","86","61",,,"  180","  180",,,,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-23",,,"8.05",,,"0.64",,"0.0","0.0","73","85","54",,,"  360","  360",,,,"23.0","31.1",,"    1",,"    1",,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-24",,,"8.72",,,"0.02",,"0.0","0.0","55","54","49",,,"   30","  360",,,,"15.0","19.9",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-25",,,"3.80",,,"0.00",,"0.0","0.0","55","64","52",,,"  350","  340",,,,"8.1","10.1",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-26",,,"6.93",,,"0.01",,"0.0","0.0","58","59","55",,,"  360","  320",,,,"13.0","19.0",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-27",,,"3.80",,,"0.00",,"0.0","0.0","59","67","55",,,"  110","  330",,,,"10.1","14.1",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-28",,,"3.80",,,"0.76",,"0.0","0.0","62","66","58",,,"   10","  360",,,,"12.1","14.1",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2020-10-29",,,"9.17",,,"0.11",,"0.0","0.0","66","75","49",,,"  320","  220",,,,"18.1","31.1",,"    1",,,,,,,,,,,,,,,,,,,,
